date,product_id,category,region,store_format,base_price,cost,price,competitor_price,discount_pct,promo_flag,holiday_flag,inflation_index,unemployment_index,stock,quantity,revenue,margin
2025-03-15,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,40.62,46.65,0.1348,1,0,100.99,31.52,167,118,4793.16,1077.34
2025-03-16,SKU005,Personal Care,KwaZulu-Natal,Supermarket,46.95,31.49,43.54,48.24,0.0725,1,0,100.74,31.32,152,112,4876.48,1349.6000000000001
2025-03-17,SKU005,Personal Care,Western Cape,Convenience,46.95,31.49,48.47,46.53,0.0,0,0,100.63,31.14,57,57,2762.79,967.86
2025-03-18,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,48.85,46.4,0.0,0,0,100.63,31.23,140,95,4640.75,1649.2000000000003
2025-03-19,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,43.81,46.38,0.0668,0,0,100.91,31.23,106,106,4643.860000000001,1305.9200000000003
2025-03-20,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,49.17,47.79,0.0,0,0,101.22,31.23,139,81,3982.77,1432.0800000000002
2025-03-21,SKU005,Personal Care,Gauteng,Convenience,46.95,31.49,44.26,45.43,0.0572,0,0,100.46,30.89,125,90,3983.3999999999996,1149.3
2025-03-22,SKU005,Personal Care,Gauteng,Convenience,46.95,31.49,48.82,47.67,0.0,0,0,101.22,31.07,95,73,3563.86,1265.0900000000001
2025-03-23,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,51.16,46.61,0.0,0,0,100.42,31.02,107,83,4246.28,1632.61
2025-03-24,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,50.93,47.57,0.0,0,0,100.98,31.06,109,82,4176.26,1594.0800000000002
2025-03-25,SKU005,Personal Care,KwaZulu-Natal,Hyper,46.95,31.49,47.57,45.19,0.0,0,0,100.98,30.6,93,93,4424.01,1495.4400000000003
2025-03-26,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,44.65,47.0,0.0491,0,0,101.19,31.12,172,107,4777.55,1408.1200000000001
2025-03-27,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,43.82,44.41,0.0666,0,0,101.14,30.79,166,124,5433.68,1528.9200000000003
2025-03-28,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,47.25,46.97,0.0,0,0,101.24,31.11,106,82,3874.5,1292.3200000000002
2025-03-29,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,44.83,47.96,0.0452,0,0,100.89,30.61,123,106,4751.98,1414.04
2025-03-30,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,47.51,47.94,0.0,0,0,101.42,31.07,153,92,4370.92,1473.84
2025-03-31,SKU005,Personal Care,KwaZulu-Natal,Supermarket,46.95,31.49,45.21,43.93,0.0371,0,0,100.78,30.88,138,103,4656.63,1413.1600000000003
2025-04-01,SKU005,Personal Care,KwaZulu-Natal,Supermarket,46.95,31.49,43.23,48.69,0.0792,0,0,101.1,30.99,125,100,4323.0,1173.9999999999998
2025-04-02,SKU005,Personal Care,Gauteng,Hyper,46.95,31.49,50.49,44.31,0.0,0,0,101.45,31.17,140,101,5099.49,1919.0000000000005
2025-04-03,SKU005,Personal Care,Gauteng,Hyper,46.95,31.49,46.0,47.89,0.0202,0,0,100.86,30.69,188,128,5888.0,1857.2800000000002
2025-04-04,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,43.78,49.41,0.0676,0,1,100.98,30.95,142,124,5428.72,1523.9600000000003
2025-04-05,SKU005,Personal Care,KwaZulu-Natal,Hyper,46.95,31.49,50.28,48.07,0.0,0,1,100.93,31.14,117,95,4776.6,1785.0500000000002
2025-04-06,SKU005,Personal Care,Gauteng,Convenience,46.95,31.49,43.94,46.59,0.0641,0,1,100.97,30.86,164,111,4877.34,1381.9499999999998
2025-04-07,SKU005,Personal Care,Western Cape,Convenience,46.95,31.49,44.22,45.8,0.0583,0,0,100.84,30.96,85,84,3714.48,1069.32
2025-04-08,SKU005,Personal Care,Gauteng,Convenience,46.95,31.49,47.46,47.02,0.0,0,0,101.07,30.82,99,81,3844.26,1293.5700000000002
2025-04-09,SKU005,Personal Care,Western Cape,Hyper,46.95,31.49,48.27,45.08,0.0,0,0,101.61,30.87,102,102,4923.54,1711.5600000000004
2025-04-10,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,45.33,46.08,0.0346,0,0,101.2,30.83,131,108,4895.639999999999,1494.72
2025-04-11,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,44.4,46.87,0.0543,0,1,101.22,30.73,138,115,5106.0,1484.65
2025-04-12,SKU005,Personal Care,Gauteng,Hyper,46.95,31.49,42.29,44.61,0.0992,1,1,101.03,30.61,179,150,6343.5,1620.0
2025-04-13,SKU005,Personal Care,KwaZulu-Natal,Convenience,46.95,31.49,44.76,47.22,0.0466,0,1,100.65,30.37,125,82,3670.3199999999997,1088.1399999999999
2025-04-14,SKU005,Personal Care,Western Cape,Hyper,46.95,31.49,47.22,44.88,0.0,0,0,101.06,30.63,140,96,4533.12,1510.08
2025-04-15,SKU005,Personal Care,Western Cape,Convenience,46.95,31.49,46.71,47.6,0.0051,0,0,101.07,30.41,63,63,2942.73,958.8600000000001
2025-04-16,SKU005,Personal Care,Gauteng,Hyper,46.95,31.49,42.49,46.62,0.095,0,0,100.75,30.62,161,139,5906.110000000001,1529.0000000000005
2025-04-17,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,48.59,47.55,0.0,0,0,100.84,30.85,90,84,4081.5600000000004,1436.4000000000003
2025-04-18,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,40.07,45.73,0.1465,1,1,101.05,30.45,221,162,6491.34,1389.9600000000003
2025-04-19,SKU005,Personal Care,Western Cape,Convenience,46.95,31.49,45.24,47.78,0.0364,0,1,100.97,30.19,153,96,4343.04,1320.0000000000005
2025-04-20,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,38.6,45.61,0.1779,1,1,101.32,30.51,144,144,5558.400000000001,1023.8400000000004
2025-04-21,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,43.55,46.83,0.0724,1,0,101.11,30.46,106,106,4616.299999999999,1278.36
2025-04-22,SKU005,Personal Care,KwaZulu-Natal,Supermarket,46.95,31.49,42.69,47.41,0.0907,0,0,101.9,30.18,131,102,4354.38,1142.3999999999999
2025-04-23,SKU005,Personal Care,Western Cape,Convenience,46.95,31.49,43.93,44.26,0.0644,0,0,101.01,30.45,100,87,3821.91,1082.2800000000002
2025-04-24,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,51.19,48.07,0.0,0,0,101.56,30.29,93,80,4095.2,1576.0
2025-04-25,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,47.79,46.99,0.0,0,1,101.65,30.38,111,98,4683.42,1597.4
2025-04-26,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,51.47,49.05,0.0,0,1,101.72,30.2,114,97,4992.59,1938.06
2025-04-27,SKU005,Personal Care,Western Cape,Hyper,46.95,31.49,46.64,49.1,0.0066,0,1,101.52,30.24,123,115,5363.6,1742.2500000000002
2025-04-28,SKU005,Personal Care,KwaZulu-Natal,Supermarket,46.95,31.49,46.78,48.17,0.0037,0,0,101.11,30.06,112,91,4256.9800000000005,1391.3900000000003
2025-04-29,SKU005,Personal Care,Western Cape,Hyper,46.95,31.49,41.83,47.97,0.109,1,0,101.69,30.27,136,136,5688.88,1406.24
2025-04-30,SKU005,Personal Care,KwaZulu-Natal,Supermarket,46.95,31.49,44.06,48.41,0.0616,0,0,101.36,30.22,187,104,4582.24,1307.2800000000004
2025-05-01,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,49.37,46.53,0.0,0,0,100.82,30.03,145,90,4443.3,1609.1999999999998
2025-05-02,SKU005,Personal Care,KwaZulu-Natal,Supermarket,46.95,31.49,43.2,48.31,0.08,0,0,101.42,30.04,109,92,3974.4,1077.3200000000004
2025-05-03,SKU005,Personal Care,KwaZulu-Natal,Supermarket,46.95,31.49,50.61,47.89,0.0,0,0,101.36,30.28,82,77,3896.97,1472.24
2025-05-04,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,50.67,46.72,0.0,0,0,101.65,30.24,93,77,3901.59,1476.8600000000004
2025-05-05,SKU005,Personal Care,Western Cape,Hyper,46.95,31.49,50.75,44.35,0.0,0,0,101.35,29.97,94,83,4212.25,1598.5800000000002
2025-05-06,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,39.26,46.85,0.1638,1,0,101.53,29.97,181,160,6281.599999999999,1243.1999999999998
2025-05-07,SKU005,Personal Care,Western Cape,Convenience,46.95,31.49,42.09,47.38,0.1035,1,0,101.92,29.87,118,91,3830.1900000000005,964.6000000000005
2025-05-08,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,45.48,45.18,0.0313,0,0,101.75,29.88,123,112,5093.759999999999,1566.8799999999999
2025-05-09,SKU005,Personal Care,KwaZulu-Natal,Supermarket,46.95,31.49,42.76,49.66,0.0893,0,0,101.83,29.84,105,105,4489.8,1183.35
2025-05-10,SKU005,Personal Care,Western Cape,Convenience,46.95,31.49,47.36,48.6,0.0,0,0,101.22,29.7,67,67,3173.12,1063.29
2025-05-11,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,45.78,47.83,0.0249,0,0,101.33,29.99,133,101,4623.78,1443.2900000000002
2025-05-12,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,43.29,47.39,0.0779,0,0,101.22,30.04,161,108,4675.32,1274.4
2025-05-13,SKU005,Personal Care,KwaZulu-Natal,Supermarket,46.95,31.49,47.83,46.82,0.0,0,0,101.78,29.73,118,84,4017.72,1372.56
2025-05-14,SKU005,Personal Care,KwaZulu-Natal,Supermarket,46.95,31.49,43.9,44.8,0.0649,1,0,101.63,29.42,132,108,4741.2,1340.28
2025-05-15,SKU005,Personal Care,Gauteng,Hyper,46.95,31.49,49.97,48.34,0.0,0,0,101.77,29.96,84,84,4197.48,1552.32
2025-05-16,SKU005,Personal Care,Gauteng,Hyper,46.95,31.49,49.34,46.79,0.0,0,0,101.33,29.55,76,76,3749.84,1356.6000000000004
2025-05-17,SKU005,Personal Care,Western Cape,Hyper,46.95,31.49,41.55,47.14,0.1151,1,0,101.62,29.52,189,144,5983.2,1448.6399999999999
2025-05-18,SKU005,Personal Care,Gauteng,Hyper,46.95,31.49,49.62,46.66,0.0,0,0,101.43,29.55,150,91,4515.42,1649.83
2025-05-19,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,44.27,45.26,0.057,0,0,101.61,29.66,89,89,3940.03,1137.4200000000005
2025-05-20,SKU005,Personal Care,KwaZulu-Natal,Hyper,46.95,31.49,45.56,46.05,0.0297,0,0,102.0,29.77,123,105,4783.8,1477.3500000000004
2025-05-21,SKU005,Personal Care,Western Cape,Convenience,46.95,31.49,42.87,44.4,0.087,0,0,101.49,29.54,62,62,2657.94,705.56
2025-05-22,SKU005,Personal Care,KwaZulu-Natal,Convenience,46.95,31.49,45.26,47.29,0.0361,0,0,101.5,29.62,72,72,3258.72,991.4399999999999
2025-05-23,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,45.56,46.11,0.0295,0,0,102.07,29.42,111,96,4373.76,1350.7200000000003
2025-05-24,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,51.18,48.05,0.0,0,0,101.56,29.51,96,86,4401.48,1693.3400000000001
2025-05-25,SKU005,Personal Care,Gauteng,Hyper,46.95,31.49,48.72,48.49,0.0,0,0,101.4,29.62,118,105,5115.599999999999,1809.15
2025-05-26,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,47.27,44.65,0.0,0,0,101.44,29.56,90,81,3828.8700000000003,1278.1800000000003
2025-05-27,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,45.34,46.9,0.0342,0,0,101.6,29.49,93,93,4216.62,1288.0500000000004
2025-05-28,SKU005,Personal Care,KwaZulu-Natal,Convenience,46.95,31.49,46.61,45.1,0.0071,0,0,101.89,29.24,77,63,2936.43,952.5600000000001
2025-05-29,SKU005,Personal Care,Western Cape,Hyper,46.95,31.49,44.19,45.67,0.0588,0,0,102.03,29.09,137,130,5744.7,1651.0
2025-05-30,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,47.6,46.45,0.0,0,0,101.59,29.73,86,76,3617.6,1224.3600000000001
2025-05-31,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,46.47,46.45,0.0101,0,0,101.37,29.39,104,74,3438.7799999999997,1108.52
2025-06-01,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,45.14,44.18,0.0385,0,0,102.11,29.17,100,100,4514.0,1365.0000000000002
2025-06-02,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,50.8,47.4,0.0,0,0,101.74,28.86,138,84,4267.2,1622.04
2025-06-03,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,36.91,45.4,0.2139,1,0,101.72,29.51,161,152,5610.32,823.8399999999997
2025-06-04,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,47.53,45.14,0.0,0,0,102.04,29.22,129,90,4277.7,1443.6000000000001
2025-06-05,SKU005,Personal Care,KwaZulu-Natal,Convenience,46.95,31.49,48.28,49.42,0.0,0,0,101.99,28.93,84,71,3427.88,1192.0900000000001
2025-06-06,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,51.58,44.9,0.0,0,0,101.37,29.1,72,64,3301.12,1285.76
2025-06-07,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,45.16,45.71,0.0381,0,0,101.61,29.24,131,97,4380.5199999999995,1325.9899999999998
2025-06-08,SKU005,Personal Care,KwaZulu-Natal,Hyper,46.95,31.49,49.78,46.72,0.0,0,0,101.45,28.92,93,76,3783.28,1390.0400000000002
2025-06-09,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,43.88,46.99,0.0655,0,0,101.76,29.06,108,92,4036.96,1139.8800000000003
2025-06-10,SKU005,Personal Care,Gauteng,Convenience,46.95,31.49,43.38,47.34,0.076,0,0,101.59,29.22,69,69,2993.2200000000003,820.4100000000003
2025-06-11,SKU005,Personal Care,KwaZulu-Natal,Convenience,46.95,31.49,48.17,46.56,0.0,0,0,101.92,29.06,73,59,2842.03,984.1200000000002
2025-06-12,SKU005,Personal Care,Gauteng,Convenience,46.95,31.49,44.29,46.76,0.0567,0,0,102.36,28.88,92,85,3764.65,1088.0
2025-06-13,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,42.78,45.45,0.0889,0,0,101.9,29.26,90,90,3850.2000000000003,1016.1000000000003
2025-06-14,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,49.36,49.17,0.0,0,0,101.9,29.1,80,67,3307.12,1197.29
2025-06-15,SKU005,Personal Care,Western Cape,Convenience,46.95,31.49,50.89,47.43,0.0,0,0,102.27,28.79,64,58,2951.62,1125.2
2025-06-16,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,47.57,47.89,0.0,0,0,101.82,28.91,65,65,3092.05,1045.2
2025-06-17,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,43.47,46.75,0.0742,0,0,101.71,28.82,114,101,4390.47,1209.98
2025-06-18,SKU005,Personal Care,KwaZulu-Natal,Supermarket,46.95,31.49,50.2,48.04,0.0,0,0,101.96,28.68,89,70,3514.0,1309.7000000000003
2025-06-19,SKU005,Personal Care,KwaZulu-Natal,Convenience,46.95,31.49,44.1,47.99,0.0608,0,0,101.9,28.86,95,57,2513.7000000000003,718.7700000000002
2025-06-20,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,48.1,45.41,0.0,0,0,101.76,28.95,79,64,3078.4,1063.0400000000002
2025-06-21,SKU005,Personal Care,KwaZulu-Natal,Supermarket,46.95,31.49,42.29,46.19,0.0993,0,0,101.85,28.8,103,84,3552.36,907.2
2025-06-22,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,45.23,47.33,0.0366,0,0,102.05,28.8,98,91,4115.929999999999,1250.34
2025-06-23,SKU005,Personal Care,KwaZulu-Natal,Supermarket,46.95,31.49,50.42,47.84,0.0,0,0,101.98,28.86,85,70,3529.4,1325.1000000000001
2025-06-24,SKU005,Personal Care,Western Cape,Convenience,46.95,31.49,50.11,45.88,0.0,0,0,101.8,28.94,90,59,2956.49,1098.5800000000002
2025-06-25,SKU005,Personal Care,KwaZulu-Natal,Supermarket,46.95,31.49,45.16,49.74,0.0381,0,0,101.37,28.61,84,69,3116.04,943.2299999999999
2025-06-26,SKU005,Personal Care,Gauteng,Convenience,46.95,31.49,44.2,47.06,0.0586,0,0,101.47,28.89,79,79,3491.8,1004.0900000000004
2025-06-27,SKU005,Personal Care,Gauteng,Hyper,46.95,31.49,51.49,45.65,0.0,0,0,102.34,28.81,106,81,4170.6900000000005,1620.0000000000002
2025-06-28,SKU005,Personal Care,Western Cape,Hyper,46.95,31.49,46.36,48.74,0.0126,0,0,102.2,28.96,123,98,4543.28,1457.26
2025-06-29,SKU005,Personal Care,KwaZulu-Natal,Supermarket,46.95,31.49,46.28,47.08,0.0143,0,0,101.67,28.91,108,78,3609.84,1153.6200000000001
2025-06-30,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,47.4,46.51,0.0,0,0,101.95,28.9,143,88,4171.2,1400.08
2025-07-01,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,42.5,44.78,0.0947,1,0,102.35,28.95,120,92,3910.0,1012.9200000000002
2025-07-02,SKU005,Personal Care,Western Cape,Convenience,46.95,31.49,49.23,47.05,0.0,0,0,101.65,28.88,59,59,2904.5699999999997,1046.6599999999999
2025-07-03,SKU005,Personal Care,KwaZulu-Natal,Hyper,46.95,31.49,49.38,46.14,0.0,0,0,102.53,28.93,62,62,3061.56,1109.1800000000003
2025-07-04,SKU005,Personal Care,Western Cape,Hyper,46.95,31.49,49.66,48.78,0.0,0,0,102.26,28.72,86,82,4072.12,1489.9399999999998
2025-07-05,SKU005,Personal Care,Gauteng,Convenience,46.95,31.49,44.78,46.48,0.0461,0,0,102.41,28.89,95,90,4030.2000000000003,1196.1000000000001
2025-07-06,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,43.22,47.6,0.0795,0,0,101.95,28.68,129,101,4365.22,1184.73
2025-07-07,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,42.52,46.27,0.0943,0,0,102.38,29.12,81,81,3444.1200000000003,893.4300000000004
2025-07-08,SKU005,Personal Care,Western Cape,Hyper,46.95,31.49,45.79,45.28,0.0246,0,0,101.59,28.91,119,86,3937.94,1229.8
2025-07-09,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,47.45,47.62,0.0,0,0,102.72,28.86,62,62,2941.9,989.5200000000003
2025-07-10,SKU005,Personal Care,Western Cape,Convenience,46.95,31.49,46.81,46.95,0.003,0,0,102.47,28.97,66,57,2668.17,873.2400000000002
2025-07-11,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,48.85,46.27,0.0,0,0,101.94,28.83,127,73,3566.05,1267.2800000000002
2025-07-12,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,49.82,46.1,0.0,0,0,102.15,28.9,63,57,2839.7400000000002,1044.8100000000002
2025-07-13,SKU005,Personal Care,Western Cape,Hyper,46.95,31.49,42.9,46.09,0.0863,0,0,101.88,28.87,114,80,3432.0,912.8
2025-07-14,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,43.21,49.62,0.0797,0,0,101.88,29.12,98,89,3845.69,1043.0800000000002
2025-07-15,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,37.68,48.9,0.1974,1,0,102.08,28.81,132,102,3843.36,631.3800000000001
2025-07-16,SKU005,Personal Care,KwaZulu-Natal,Supermarket,46.95,31.49,51.57,46.39,0.0,0,0,102.12,28.61,87,60,3094.2,1204.8000000000002
2025-07-17,SKU005,Personal Care,Gauteng,Hyper,46.95,31.49,47.52,48.01,0.0,0,0,102.37,28.58,120,96,4561.92,1538.8800000000006
2025-07-18,SKU005,Personal Care,Gauteng,Hyper,46.95,31.49,45.67,46.23,0.0274,0,0,102.24,28.8,92,91,4155.97,1290.3800000000003
2025-07-19,SKU005,Personal Care,Western Cape,Convenience,46.95,31.49,45.92,48.51,0.0218,0,0,102.27,28.7,100,65,2984.8,937.9500000000002
2025-07-20,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,45.0,47.87,0.0415,0,0,101.7,28.76,72,72,3240.0,972.7200000000001
2025-07-21,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,47.88,48.19,0.0,0,0,101.76,28.86,77,74,3543.1200000000003,1212.8600000000004
2025-07-22,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,51.26,46.86,0.0,0,0,102.45,28.91,74,56,2870.56,1107.12
2025-07-23,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,44.28,45.2,0.0569,0,0,101.99,29.06,88,77,3409.56,984.8300000000002
2025-07-24,SKU005,Personal Care,KwaZulu-Natal,Supermarket,46.95,31.49,40.26,47.7,0.1426,1,0,101.85,28.96,150,114,4589.639999999999,999.78
2025-07-25,SKU005,Personal Care,KwaZulu-Natal,Convenience,46.95,31.49,44.02,46.38,0.0623,0,0,101.89,28.8,90,74,3257.48,927.2200000000004
2025-07-26,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,39.99,48.71,0.1482,1,0,102.65,28.74,174,123,4918.77,1045.5000000000005
2025-07-27,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,49.52,46.03,0.0,0,0,102.4,29.03,64,64,3169.28,1153.9200000000003
2025-07-28,SKU005,Personal Care,Western Cape,Hyper,46.95,31.49,45.59,47.2,0.0289,0,0,102.33,28.87,123,89,4057.51,1254.9000000000005
2025-07-29,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,40.81,46.45,0.1308,1,0,102.15,29.04,195,121,4938.01,1127.7200000000005
2025-07-30,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,49.35,44.8,0.0,0,0,101.14,29.03,87,65,3207.75,1160.9
2025-07-31,SKU005,Personal Care,Gauteng,Convenience,46.95,31.49,50.03,47.32,0.0,0,0,102.31,29.13,54,54,2701.62,1001.1600000000002
2025-08-01,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,42.78,44.6,0.0887,1,0,102.39,29.27,139,100,4278.0,1129.0000000000002
2025-08-02,SKU005,Personal Care,KwaZulu-Natal,Supermarket,46.95,31.49,45.7,47.32,0.0267,0,0,102.45,29.25,95,73,3336.1000000000004,1037.3300000000004
2025-08-03,SKU005,Personal Care,Gauteng,Hyper,46.95,31.49,45.34,44.64,0.0343,1,0,102.31,29.24,97,97,4397.9800000000005,1343.4500000000005
2025-08-04,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,50.08,45.82,0.0,0,0,102.49,28.99,90,72,3605.7599999999998,1338.48
2025-08-05,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,50.49,45.27,0.0,0,0,102.41,29.09,72,66,3332.34,1254.0000000000002
2025-08-06,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,39.99,45.96,0.1483,1,0,102.66,28.86,98,95,3799.05,807.5000000000003
2025-08-07,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,45.36,45.16,0.0339,0,0,102.87,29.25,76,76,3447.36,1054.1200000000001
2025-08-08,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,42.86,47.51,0.087,0,0,102.81,29.09,108,79,3385.94,898.2300000000001
2025-08-09,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,43.52,45.93,0.0732,0,0,102.6,29.26,91,68,2959.36,818.0400000000003
2025-08-10,SKU005,Personal Care,KwaZulu-Natal,Hyper,46.95,31.49,51.48,48.91,0.0,0,0,103.05,29.02,79,63,3243.24,1259.37
2025-08-11,SKU005,Personal Care,KwaZulu-Natal,Supermarket,46.95,31.49,51.52,45.14,0.0,0,0,102.88,29.23,65,40,2060.8,801.2000000000002
2025-08-12,SKU005,Personal Care,KwaZulu-Natal,Hyper,46.95,31.49,39.28,46.74,0.1634,1,0,102.05,29.21,118,107,4202.96,833.5300000000003
2025-08-13,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,44.65,48.56,0.049,0,0,102.54,29.1,104,77,3438.0499999999997,1013.32
2025-08-14,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,48.29,48.13,0.0,0,0,102.45,29.53,89,61,2945.69,1024.8
2025-08-15,SKU005,Personal Care,Western Cape,Hyper,46.95,31.49,44.99,48.29,0.0418,1,0,102.68,29.66,109,103,4633.97,1390.5000000000005
2025-08-16,SKU005,Personal Care,KwaZulu-Natal,Supermarket,46.95,31.49,42.81,48.06,0.0881,0,0,102.74,29.45,84,67,2868.27,758.4400000000003
2025-08-17,SKU005,Personal Care,KwaZulu-Natal,Supermarket,46.95,31.49,47.34,46.43,0.0,0,0,102.58,29.22,62,60,2840.4,951.0000000000003
2025-08-18,SKU005,Personal Care,KwaZulu-Natal,Hyper,46.95,31.49,44.73,47.62,0.0473,0,0,102.45,29.31,88,84,3757.3199999999997,1112.1599999999999
2025-08-19,SKU005,Personal Care,Gauteng,Convenience,46.95,31.49,42.55,45.74,0.0937,0,0,102.15,29.65,74,68,2893.3999999999996,752.0799999999999
2025-08-20,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,45.9,43.93,0.0223,0,0,103.08,29.07,107,72,3304.7999999999997,1037.52
2025-08-21,SKU005,Personal Care,KwaZulu-Natal,Convenience,46.95,31.49,48.35,47.46,0.0,0,0,102.46,29.55,63,49,2369.15,826.1400000000001
2025-08-22,SKU005,Personal Care,KwaZulu-Natal,Convenience,46.95,31.49,44.51,45.41,0.0519,0,0,102.25,29.4,72,62,2759.62,807.24
2025-08-23,SKU005,Personal Care,Gauteng,Supermarket,46.95,31.49,49.87,47.79,0.0,0,0,103.11,29.57,94,61,3042.0699999999997,1121.1799999999998
2025-08-24,SKU005,Personal Care,Gauteng,Hyper,46.95,31.49,44.17,46.36,0.0592,0,0,102.42,29.38,126,100,4417.0,1268.0000000000002
2025-08-25,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,42.33,47.89,0.0984,0,0,102.06,29.52,119,78,3301.74,845.52
2025-08-26,SKU005,Personal Care,Gauteng,Hyper,46.95,31.49,45.51,49.6,0.0307,0,0,102.67,29.5,132,97,4414.47,1359.94
2025-08-27,SKU005,Personal Care,Western Cape,Supermarket,46.95,31.49,49.33,46.59,0.0,0,0,102.67,29.51,87,61,3009.13,1088.24
2025-08-28,SKU005,Personal Care,Western Cape,Hyper,46.95,31.49,44.23,48.85,0.0579,0,0,102.4,29.57,119,97,4290.3099999999995,1235.7799999999997
2025-01-01,SKU006,Beverages,Gauteng,Supermarket,79.24,46.13,82.76,83.4,0.0,0,0,100.47,30.12,92,92,7613.92,3369.96
2025-01-02,SKU006,Beverages,KwaZulu-Natal,Supermarket,79.24,46.13,83.27,79.93,0.0,0,0,100.13,29.8,99,75,6245.25,2785.4999999999995
2025-01-03,SKU006,Beverages,Western Cape,Hyper,79.24,46.13,81.81,79.39,0.0,0,0,99.44,30.02,96,96,7853.76,3425.2799999999997
2025-01-04,SKU006,Beverages,Western Cape,Hyper,79.24,46.13,66.57,80.42,0.1598,1,0,100.09,30.08,228,180,11982.599999999999,3679.1999999999985
2025-01-05,SKU006,Beverages,KwaZulu-Natal,Supermarket,79.24,46.13,74.05,82.76,0.0655,0,0,99.75,30.05,104,89,6590.45,2484.8799999999997
